text,intent,label
what animated movies are at the nearest movie house,SearchScreeningEvent,6
add this song by Chieko Ochi to the drum & breaks playlist,AddToPlaylist,0
"What will the temperature be like at Fort Point, San Francisco the day after tomorrow",GetWeather,2
show the creativity of The Attic,SearchCreativeWork,5
Book me a popular restaurant reservation at a brazilian delicatessen,BookRestaurant,1
What is the weather looking like in Prosser on feb. the 18th?,GetWeather,2
"Book a table for my great grandfather and I at a place in Booker, AK.",BookRestaurant,1
add shahrum kashani to my Country Hits,AddToPlaylist,0
book an osteria in North Salt Lake for three,BookRestaurant,1
show 50 Words for Snow creative picture,SearchCreativeWork,5
What is the forecast for Harrison–Crawford State Forest,GetWeather,2
What time is Hitman City playing,SearchScreeningEvent,6
rat the current textbook a two out of 6 points,RateBook,4
I'd like for you to add Owen Biddle to my Old School Death Metal playlist.,AddToPlaylist,0
Find the schedule for The Tooth Will Out at sunrise.,SearchScreeningEvent,6
Contemporary Religious Satanism gets a rating of 3.,RateBook,4
What will the weather be in Allenwood?,GetWeather,2
Add the tune to Your Favorite Slaughterhouse playlist.,AddToPlaylist,0
find animated movies nearby,SearchScreeningEvent,6
give the Racing the Rain saga zero stars,RateBook,4
find Kebab Connection,SearchScreeningEvent,6
Where can I find the game KAAKAI Newspaper,SearchCreativeWork,5
What is the movie schedules for films in the neighborhood,SearchScreeningEvent,6
Find me a soundtrack by Ghost Town Prophecy,SearchCreativeWork,5
For Adaptive Coloration in Animals I give 4 points,RateBook,4
book a restaurant in AL at Oak Ridge,BookRestaurant,1
Add the album to my Heavy Gamer playlist.,AddToPlaylist,0
book a irish serving brasserie in AZ,BookRestaurant,1
Show me showtimes at the cinema for Chain of Events.,SearchScreeningEvent,6
what is the weather forecast here one minute from now,GetWeather,2
What films are playing at the nearest movie theatre,SearchScreeningEvent,6
I'd like to see movie schedules for animated movies around here,SearchScreeningEvent,6
Is the forecast stormy this afternoon in Maryland?,GetWeather,2
Rate this novel 1 points.,RateBook,4
book a popular restaurant of thai cuisine,BookRestaurant,1
Book a restaurant for a party of 7 in Paraguay on Saturday,BookRestaurant,1
Add from the ashes to my rock gaming playlist,AddToPlaylist,0
Add Buddy Tate to just dance by aftercluv list,AddToPlaylist,0
Is the Wandering Detective: Black Wind in the Harbor playing at Cinemark Theatres,SearchScreeningEvent,6
Book a table for 1 at RingSide Steakhouse in Hurricane.,BookRestaurant,1
What will the weather be faraway in New Jersey in ten weeks?,GetWeather,2
Will there be a cloud in the sky in 175 days from now in Golconda in VT,GetWeather,2
What will the weather be in Tajikistan on Dec. twentieth?,GetWeather,2
find some close by movies,SearchScreeningEvent,6
play The Sea Cabinet,SearchCreativeWork,5
what's the weather going to be like in Angola twenty minutes from now,GetWeather,2
add Keke Wyatt to my Evening Commute playlist,AddToPlaylist,0
Give the current essay a rating of zero out of 6 stars.,RateBook,4
Add best of uetoaya to Wild Country,AddToPlaylist,0
rate this book 4 out of 6,RateBook,4
I want to give the current novel zero points,RateBook,4
table for two on Nov. fifteenth,BookRestaurant,1
Find a table close by in the downtown area for sherri and I,BookRestaurant,1
Add tune to Reggae Infusions,AddToPlaylist,0
Rate The Purcell Papers two out of 6 stars,RateBook,4
What is the movie schedule at Cineplex Odeon Corporation 12 hours from now,SearchScreeningEvent,6
Is A Charming Man playing at lunch time?,SearchScreeningEvent,6
find Worldly Goods starting now at a movie house,SearchScreeningEvent,6
Rate this essay two points,RateBook,4
Can I get a table at The Fort?,BookRestaurant,1
Rate this novel a 1 out of 6,RateBook,4
Add The “Chirping” Crickets to my Mellowed Out Gaming playlist,AddToPlaylist,0
me and my father in law want go eat gratin at a restaurant,BookRestaurant,1
